country_group,seasonality,sex,age_group,month,unemployment,unemployment_rate
eu,trend,f,y_lt25,2001.06,2400000,17.9
eu,trend,f,y_lt25,2001.07,2384000,17.8
eu,trend,f,y_lt25,2001.08,2387000,17.8
eu,trend,f,y_lt25,2001.09,2391000,17.9
eu,trend,f,y_lt25,2001.10,2376000,17.8
eu,trend,f,y_lt25,2001.11,2382000,17.9
eu,trend,f,y_lt25,2001.12,2375000,17.9
eu,trend,f,y_lt25,2002.01,2365000,17.9
eu,trend,f,y_lt25,2002.02,2362000,17.9
eu,trend,f,y_lt25,2002.03,2365000,17.9
eu,trend,f,y_lt25,2002.04,2368000,17.9
eu,trend,f,y_lt25,2002.05,2367000,17.9
eu,trend,f,y_lt25,2002.06,2383000,18.1
eu,trend,f,y_lt25,2002.07,2383000,18.2
eu,trend,f,y_lt25,2002.08,2380000,18.2
eu,trend,f,y_lt25,2002.09,2365000,18.1
eu,trend,f,y_lt25,2002.10,2344000,18.1
eu,trend,f,y_lt25,2002.11,2335000,18
eu,trend,f,y_lt25,2002.12,2327000,18
eu,trend,f,y_lt25,2003.01,2326000,18
eu,trend,f,y_lt25,2003.02,2335000,18.1
eu,trend,f,y_lt25,2003.03,2339000,18.2
eu,trend,f,y_lt25,2003.04,2334000,18.1
eu,trend,f,y_lt25,2003.05,2343000,18.2
eu,trend,f,y_lt25,2003.06,2357000,18.3
eu,trend,f,y_lt25,2003.07,2344000,18.3
eu,trend,f,y_lt25,2003.08,2327000,18.2
eu,trend,f,y_lt25,2003.09,2313000,18.1
eu,trend,f,y_lt25,2003.10,2312000,18.2
eu,trend,f,y_lt25,2003.11,2314000,18.2
eu,trend,f,y_lt25,2003.12,2330000,18.3
eu,trend,f,y_lt25,2004.01,2362000,18.5
eu,trend,f,y_lt25,2004.02,2380000,18.6
eu,trend,f,y_lt25,2004.03,2390000,18.7
eu,trend,f,y_lt25,2004.04,2411000,18.8
eu,trend,f,y_lt25,2004.05,2396000,18.8
eu,trend,f,y_lt25,2004.06,2395000,18.8
eu,trend,f,y_lt25,2004.07,2375000,18.6
eu,trend,f,y_lt25,2004.08,2374000,18.8
eu,trend,f,y_lt25,2004.09,2385000,18.9
eu,trend,f,y_lt25,2004.10,2397000,19
eu,trend,f,y_lt25,2004.11,2410000,19
eu,trend,f,y_lt25,2004.12,2382000,18.8
eu,trend,f,y_lt25,2005.01,2344000,18.6
eu,trend,f,y_lt25,2005.02,2358000,18.7
eu,trend,f,y_lt25,2005.03,2343000,18.6
eu,trend,f,y_lt25,2005.04,2340000,18.6
eu,trend,f,y_lt25,2005.05,2331000,18.5
eu,trend,f,y_lt25,2005.06,2316000,18.4
eu,trend,f,y_lt25,2005.07,2308000,18.4
eu,trend,f,y_lt25,2005.08,2292000,18.3
eu,trend,f,y_lt25,2005.09,2291000,18.3
eu,trend,f,y_lt25,2005.10,2294000,18.3
eu,trend,f,y_lt25,2005.11,2266000,18.1
eu,trend,f,y_lt25,2005.12,2268000,18.1
eu,trend,f,y_lt25,2006.01,2258000,18
eu,trend,f,y_lt25,2006.02,2268000,18.1
eu,trend,f,y_lt25,2006.03,2243000,17.9
eu,trend,f,y_lt25,2006.04,2222000,17.7
eu,trend,f,y_lt25,2006.05,2223000,17.8
eu,trend,f,y_lt25,2006.06,2179000,17.5
eu,trend,f,y_lt25,2006.07,2178000,17.5
eu,trend,f,y_lt25,2006.08,2178000,17.5
eu,trend,f,y_lt25,2006.09,2162000,17.4
eu,trend,f,y_lt25,2006.10,2123000,17.1
eu,trend,f,y_lt25,2006.11,2118000,17
eu,trend,f,y_lt25,2006.12,2087000,16.8
eu,trend,f,y_lt25,2007.01,2078000,16.8
eu,trend,f,y_lt25,2007.02,2028000,16.4
eu,trend,f,y_lt25,2007.03,1997000,16.2
eu,trend,f,y_lt25,2007.04,1955000,15.9
eu,trend,f,y_lt25,2007.05,1932000,15.7
eu,trend,f,y_lt25,2007.06,1948000,15.8
eu,trend,f,y_lt25,2007.07,1935000,15.6
eu,trend,f,y_lt25,2007.08,1942000,15.7
eu,trend,f,y_lt25,2007.09,1909000,15.4
eu,trend,f,y_lt25,2007.10,1896000,15.4
eu,trend,f,y_lt25,2007.11,1866000,15
eu,trend,f,y_lt25,2007.12,1866000,15
eu,trend,f,y_lt25,2008.01,1851000,15
eu,trend,f,y_lt25,2008.02,1840000,14.9
eu,trend,f,y_lt25,2008.03,1838000,14.9
eu,trend,f,y_lt25,2008.04,1865000,15.1
eu,trend,f,y_lt25,2008.05,1883000,15.3
eu,trend,f,y_lt25,2008.06,1887000,15.3
eu,trend,f,y_lt25,2008.07,1876000,15.2
eu,trend,f,y_lt25,2008.08,1873000,15.2
eu,trend,f,y_lt25,2008.09,1914000,15.5
eu,trend,f,y_lt25,2008.10,1944000,15.8
eu,trend,f,y_lt25,2008.11,2006000,16.3
eu,trend,f,y_lt25,2008.12,2026000,16.5
eu,trend,f,y_lt25,2009.01,2092000,17
eu,trend,f,y_lt25,2009.02,2140000,17.4
eu,trend,f,y_lt25,2009.03,2178000,17.7
eu,trend,f,y_lt25,2009.04,2188000,17.9
eu,trend,f,y_lt25,2009.05,2187000,17.9
eu,trend,f,y_lt25,2009.06,2202000,18.1
eu,trend,f,y_lt25,2009.07,2256000,18.6
eu,trend,f,y_lt25,2009.08,2300000,19
eu,trend,f,y_lt25,2009.09,2291000,19.1
eu,trend,f,y_lt25,2009.10,2273000,19
eu,trend,f,y_lt25,2009.11,2240000,18.8
eu,trend,f,y_lt25,2009.12,2252000,18.9
eu,trend,f,y_lt25,2010.01,2258000,19
eu,trend,f,y_lt25,2010.02,2281000,19.2
eu,trend,f,y_lt25,2010.03,2276000,19.2
eu,trend,f,y_lt25,2010.04,2307000,19.5
eu,trend,f,y_lt25,2010.05,2325000,19.6
eu,trend,f,y_lt25,2010.06,2320000,19.6
eu,trend,f,y_lt25,2010.07,2319000,19.6
eu,trend,f,y_lt25,2010.08,2308000,19.6
eu,trend,f,y_lt25,2010.09,2350000,19.9
eu,trend,f,y_lt25,2010.10,2381000,20.2
eu,trend,f,y_lt25,2010.11,2397000,20.3
eu,trend,f,y_lt25,2010.12,2392000,20.4
eu,trend,m,y25-74,2000.01,7365000,6.7
eu,trend,m,y25-74,2000.02,7327000,6.7
eu,trend,m,y25-74,2000.03,7310000,6.7
eu,trend,m,y25-74,2000.04,7238000,6.6
eu,trend,m,y25-74,2000.05,7196000,6.6
eu,trend,m,y25-74,2000.06,7152000,6.5
eu,trend,m,y25-74,2000.07,7111000,6.5
eu,trend,m,y25-74,2000.08,7078000,6.4
eu,trend,m,y25-74,2000.09,7055000,6.4
eu,trend,m,y25-74,2000.10,7011000,6.4
eu,trend,m,y25-74,2000.11,6992000,6.4
eu,trend,m,y25-74,2000.12,6980000,6.3
eu,trend,m,y25-74,2001.01,6988000,6.4
eu,trend,m,y25-74,2001.02,6994000,6.4
eu,trend,m,y25-74,2001.03,6999000,6.4
eu,trend,m,y25-74,2001.04,7020000,6.4
eu,trend,m,y25-74,2001.05,7059000,6.4
eu,trend,m,y25-74,2001.06,7099000,6.5
eu,trend,m,y25-74,2001.07,7132000,6.5
eu,trend,m,y25-74,2001.08,7163000,6.5
eu,trend,m,y25-74,2001.09,7205000,6.5
eu,trend,m,y25-74,2001.10,7280000,6.6
eu,trend,m,y25-74,2001.11,7335000,6.7
eu,trend,m,y25-74,2001.12,7382000,6.7
eu,trend,m,y25-74,2002.01,7413000,6.7
eu,trend,m,y25-74,2002.02,7432000,6.7
eu,trend,m,y25-74,2002.03,7472000,6.8
eu,trend,m,y25-74,2002.04,7554000,6.8
eu,trend,m,y25-74,2002.05,7628000,6.9
eu,trend,m,y25-74,2002.06,7674000,6.9
eu,trend,m,y25-74,2002.07,7719000,7
eu,trend,m,y25-74,2002.08,7777000,7
eu,trend,m,y25-74,2002.09,7822000,7.1
eu,trend,m,y25-74,2002.10,7853000,7.1
eu,trend,m,y25-74,2002.11,7879000,7.1
eu,trend,m,y25-74,2002.12,7887000,7.1
eu,trend,m,y25-74,2003.01,7868000,7.1
eu,trend,m,y25-74,2003.02,7882000,7.1
eu,trend,m,y25-74,2003.03,7893000,7.1
eu,trend,m,y25-74,2003.04,7874000,7.1
eu,trend,m,y25-74,2003.05,7869000,7.1
eu,trend,m,y25-74,2003.06,7884000,7.1
eu,trend,m,y25-74,2003.07,7892000,7.1
eu,trend,m,y25-74,2003.08,7895000,7.1
eu,trend,m,y25-74,2003.09,7903000,7.1
eu,trend,m,y25-74,2003.10,7929000,7.1
eu,trend,m,y25-74,2003.11,7957000,7.1
eu,trend,m,y25-74,2003.12,7984000,7.1
eu,trend,m,y25-74,2004.01,8002000,7.2
eu,trend,m,y25-74,2004.02,7992000,7.1
eu,trend,m,y25-74,2004.03,8004000,7.1
eu,trend,m,y25-74,2004.04,8033000,7.2
eu,trend,m,y25-74,2004.05,8045000,7.2
eu,trend,m,y25-74,2004.06,8045000,7.2
eu,trend,m,y25-74,2004.07,8040000,7.2
eu,trend,m,y25-74,2004.08,8006000,7.1
eu,trend,m,y25-74,2004.09,8035000,7.1
eu,trend,m,y25-74,2004.10,8039000,7.1
eu,trend,m,y25-74,2004.11,8043000,7.1
eu,trend,m,y25-74,2004.12,8063000,7.1
eu,trend,m,y25-74,2005.01,7979000,7.1
eu,trend,m,y25-74,2005.02,7996000,7.1
eu,trend,m,y25-74,2005.03,8080000,7.1
eu,trend,m,y25-74,2005.04,8026000,7.1
eu,trend,m,y25-74,2005.05,8019000,7.1
eu,trend,m,y25-74,2005.06,7995000,7
eu,trend,m,y25-74,2005.07,7911000,7
eu,trend,m,y25-74,2005.08,7889000,6.9
eu,trend,m,y25-74,2005.09,7844000,6.9
eu,trend,m,y25-74,2005.10,7833000,6.9
eu,trend,m,y25-74,2005.11,7814000,6.8
eu,trend,m,y25-74,2005.12,7720000,6.8
eu,trend,m,y25-74,2006.01,7703000,6.7
eu,trend,m,y25-74,2006.02,7650000,6.7
eu,trend,m,y25-74,2006.03,7604000,6.6
eu,trend,m,y25-74,2006.04,7532000,6.6
eu,trend,m,y25-74,2006.05,7409000,6.5
eu,trend,m,y25-74,2006.06,7322000,6.4
eu,trend,m,y25-74,2006.07,7260000,6.3
eu,trend,m,y25-74,2006.08,7220000,6.3
eu,trend,m,y25-74,2006.09,7142000,6.2
eu,trend,m,y25-74,2006.10,7080000,6.2
eu,trend,m,y25-74,2006.11,6969000,6.1
eu,trend,m,y25-74,2006.12,6851000,6
eu,trend,m,y25-74,2007.01,6686000,5.8
eu,trend,m,y25-74,2007.02,6598000,5.7
eu,trend,m,y25-74,2007.03,6488000,5.6
eu,trend,m,y25-74,2007.04,6367000,5.5
eu,trend,m,y25-74,2007.05,6388000,5.5
eu,trend,m,y25-74,2007.06,6326000,5.5
eu,trend,m,y25-74,2007.07,6405000,5.5
eu,trend,m,y25-74,2007.08,6359000,5.5
eu,trend,m,y25-74,2007.09,6322000,5.5
eu,trend,m,y25-74,2007.10,6218000,5.4
eu,trend,m,y25-74,2007.11,6164000,5.3
eu,trend,m,y25-74,2007.12,6213000,5.3
eu,trend,m,y25-74,2008.01,6084000,5.2
eu,trend,m,y25-74,2008.02,5976000,5.1
eu,trend,m,y25-74,2008.03,5963000,5.1
eu,trend,m,y25-74,2008.04,6122000,5.3
eu,trend,m,y25-74,2008.05,6195000,5.3
eu,trend,m,y25-74,2008.06,6309000,5.4
eu,trend,m,y25-74,2008.07,6359000,5.5
eu,trend,m,y25-74,2008.08,6449000,5.5
eu,trend,m,y25-74,2008.09,6560000,5.6
eu,trend,m,y25-74,2008.10,6768000,5.8
eu,trend,m,y25-74,2008.11,6972000,6
eu,trend,m,y25-74,2008.12,7227000,6.2
eu,trend,m,y25-74,2009.01,7581000,6.5
eu,trend,m,y25-74,2009.02,7920000,6.8
eu,trend,m,y25-74,2009.03,8361000,7.1
eu,trend,m,y25-74,2009.04,8528000,7.3
eu,trend,m,y25-74,2009.05,8746000,7.5
eu,trend,m,y25-74,2009.06,8887000,7.6
eu,trend,m,y25-74,2009.07,9052000,7.7
eu,trend,m,y25-74,2009.08,9142000,7.8
eu,trend,m,y25-74,2009.09,9321000,8
eu,trend,m,y25-74,2009.10,9364000,8
eu,trend,m,y25-74,2009.11,9445000,8.1
eu,trend,m,y25-74,2009.12,9488000,8.1
eu,trend,m,y25-74,2010.01,9600000,8.2
eu,trend,m,y25-74,2010.02,9683000,8.3
eu,trend,m,y25-74,2010.03,9690000,8.3
eu,trend,m,y25-74,2010.04,9699000,8.3
eu,trend,m,y25-74,2010.05,9685000,8.3
eu,trend,m,y25-74,2010.06,9681000,8.2
eu,trend,m,y25-74,2010.07,9656000,8.2
eu,trend,m,y25-74,2010.08,9660000,8.2
eu,trend,m,y25-74,2010.09,9624000,8.2
eu,trend,m,y25-74,2010.10,9655000,8.2
eu,trend,m,y25-74,2010.11,9592000,8.2
eu,trend,m,y25-74,2010.12,9607000,8.2
eu,trend,m,y_lt25,2000.01,2602000,16.9
eu,trend,m,y_lt25,2000.02,2591000,16.8
eu,trend,m,y_lt25,2000.03,2590000,16.8
eu,trend,m,y_lt25,2000.04,2583000,16.7
eu,trend,m,y_lt25,2000.05,2579000,16.7
eu,trend,m,y_lt25,2000.06,2575000,16.7
eu,trend,m,y_lt25,2000.07,2573000,16.6
eu,trend,m,y_lt25,2000.08,2573000,16.6
eu,trend,m,y_lt25,2000.09,2573000,16.6
eu,trend,m,y_lt25,2000.10,2563000,16.5
eu,trend,m,y_lt25,2000.11,2566000,16.5
eu,trend,m,y_lt25,2000.12,2574000,16.5
eu,trend,m,y_lt25,2001.01,2563000,16.5
eu,trend,m,y_lt25,2001.02,2578000,16.5
eu,trend,m,y_lt25,2001.03,2587000,16.6
eu,trend,m,y_lt25,2001.04,2585000,16.6
eu,trend,m,y_lt25,2001.05,2593000,16.7
eu,trend,m,y_lt25,2001.06,2607000,16.8
eu,trend,m,y_lt25,2001.07,2620000,16.9
eu,trend,m,y_lt25,2001.08,2635000,17
eu,trend,m,y_lt25,2001.09,2650000,17.1
eu,trend,m,y_lt25,2001.10,2686000,17.3
eu,trend,m,y_lt25,2001.11,2706000,17.5
eu,trend,m,y_lt25,2001.12,2714000,17.5
eu,trend,m,y_lt25,2002.01,2725000,17.6
eu,trend,m,y_lt25,2002.02,2722000,17.6
eu,trend,m,y_lt25,2002.03,2722000,17.6
eu,trend,m,y_lt25,2002.04,2728000,17.6
eu,trend,m,y_lt25,2002.05,2738000,17.7
eu,trend,m,y_lt25,2002.06,2758000,17.8
eu,trend,m,y_lt25,2002.07,2745000,17.9
eu,trend,m,y_lt25,2002.08,2750000,17.9
eu,trend,m,y_lt25,2002.09,2760000,18.1
eu,trend,m,y_lt25,2002.10,2758000,18.1
eu,trend,m,y_lt25,2002.11,2769000,18.2
eu,trend,m,y_lt25,2002.12,2765000,18.2
eu,trend,m,y_lt25,2003.01,2768000,18.2
eu,trend,m,y_lt25,2003.02,2761000,18.2
eu,trend,m,y_lt25,2003.03,2751000,18.1
eu,trend,m,y_lt25,2003.04,2777000,18.3
eu,trend,m,y_lt25,2003.05,2778000,18.3
eu,trend,m,y_lt25,2003.06,2781000,18.3
eu,trend,m,y_lt25,2003.07,2752000,18.3
eu,trend,m,y_lt25,2003.08,2737000,18.2
eu,trend,m,y_lt25,2003.09,2717000,18.1
eu,trend,m,y_lt25,2003.10,2703000,18
eu,trend,m,y_lt25,2003.11,2694000,18
eu,trend,m,y_lt25,2003.12,2705000,18
eu,trend,m,y_lt25,2004.01,2743000,18.2
eu,trend,m,y_lt25,2004.02,2745000,18.2
eu,trend,m,y_lt25,2004.03,2771000,18.4
eu,trend,m,y_lt25,2004.04,2768000,18.4
eu,trend,m,y_lt25,2004.05,2778000,18.4
eu,trend,m,y_lt25,2004.06,2786000,18.5
eu,trend,m,y_lt25,2004.07,2794000,18.5
eu,trend,m,y_lt25,2004.08,2798000,18.5
eu,trend,m,y_lt25,2004.09,2793000,18.5
eu,trend,m,y_lt25,2004.10,2766000,18.4
eu,trend,m,y_lt25,2004.11,2780000,18.5
eu,trend,m,y_lt25,2004.12,2789000,18.5
eu,trend,m,y_lt25,2005.01,2782000,18.5
eu,trend,m,y_lt25,2005.02,2791000,18.5
eu,trend,m,y_lt25,2005.03,2828000,18.7
eu,trend,m,y_lt25,2005.04,2798000,18.6
eu,trend,m,y_lt25,2005.05,2782000,18.6
eu,trend,m,y_lt25,2005.06,2774000,18.5
eu,trend,m,y_lt25,2005.07,2735000,18.3
eu,trend,m,y_lt25,2005.08,2732000,18.3
eu,trend,m,y_lt25,2005.09,2733000,18.3
eu,trend,m,y_lt25,2005.10,2707000,18.1
eu,trend,m,y_lt25,2005.11,2672000,18
eu,trend,m,y_lt25,2005.12,2655000,17.9
eu,trend,m,y_lt25,2006.01,2639000,17.8
eu,trend,m,y_lt25,2006.02,2642000,17.8
eu,trend,m,y_lt25,2006.03,2617000,17.7
eu,trend,m,y_lt25,2006.04,2601000,17.5
eu,trend,m,y_lt25,2006.05,2568000,17.3
eu,trend,m,y_lt25,2006.06,2519000,16.9
eu,trend,m,y_lt25,2006.07,2482000,16.6
eu,trend,m,y_lt25,2006.08,2460000,16.5
eu,trend,m,y_lt25,2006.09,2451000,16.4
eu,trend,m,y_lt25,2006.10,2431000,16.4
eu,trend,m,y_lt25,2006.11,2409000,16.2
eu,trend,m,y_lt25,2006.12,2366000,16
eu,trend,m,y_lt25,2007.01,2330000,15.7
eu,trend,m,y_lt25,2007.02,2278000,15.4
eu,trend,m,y_lt25,2007.03,2251000,15.2
eu,trend,m,y_lt25,2007.04,2234000,15.2
eu,trend,m,y_lt25,2007.05,2243000,15.2
eu,trend,m,y_lt25,2007.06,2243000,15.2
eu,trend,m,y_lt25,2007.07,2250000,15.2
eu,trend,m,y_lt25,2007.08,2254000,15.3
eu,trend,m,y_lt25,2007.09,2218000,15
eu,trend,m,y_lt25,2007.10,2200000,14.9
eu,trend,m,y_lt25,2007.11,2185000,14.8
eu,trend,m,y_lt25,2007.12,2191000,14.8
eu,trend,m,y_lt25,2008.01,2174000,14.7
eu,trend,m,y_lt25,2008.02,2163000,14.6
eu,trend,m,y_lt25,2008.03,2155000,14.6
eu,trend,m,y_lt25,2008.04,2176000,14.8
eu,trend,m,y_lt25,2008.05,2223000,15.1
eu,trend,m,y_lt25,2008.06,2272000,15.4
eu,trend,m,y_lt25,2008.07,2312000,15.7
eu,trend,m,y_lt25,2008.08,2348000,15.9
eu,trend,m,y_lt25,2008.09,2388000,16.2
eu,trend,m,y_lt25,2008.10,2454000,16.7
eu,trend,m,y_lt25,2008.11,2507000,17.1
eu,trend,m,y_lt25,2008.12,2581000,17.6
eu,trend,m,y_lt25,2009.01,2667000,18.4
eu,trend,m,y_lt25,2009.02,2757000,19
eu,trend,m,y_lt25,2009.03,2866000,19.8
eu,trend,m,y_lt25,2009.04,2943000,20.4
eu,trend,m,y_lt25,2009.05,2980000,20.7
eu,trend,m,y_lt25,2009.06,3014000,21
eu,trend,m,y_lt25,2009.07,3063000,21.4
eu,trend,m,y_lt25,2009.08,3072000,21.6
eu,trend,m,y_lt25,2009.09,3110000,21.9
eu,trend,m,y_lt25,2009.10,3105000,21.9
eu,trend,m,y_lt25,2009.11,3109000,22
eu,trend,m,y_lt25,2009.12,3093000,22
eu,trend,m,y_lt25,2010.01,3097000,22.1
eu,trend,m,y_lt25,2010.02,3095000,22.1
eu,trend,m,y_lt25,2010.03,3065000,21.9
eu,trend,m,y_lt25,2010.04,3048000,21.7
eu,trend,m,y_lt25,2010.05,3015000,21.5
eu,trend,m,y_lt25,2010.06,2971000,21.2
eu,trend,m,y_lt25,2010.07,2936000,21.1
eu,trend,m,y_lt25,2010.08,2937000,21.1
eu,trend,m,y_lt25,2010.09,2949000,21.2
eu,trend,m,y_lt25,2010.10,2989000,21.3
eu,trend,m,y_lt25,2010.11,3006000,21.5
eu,trend,m,y_lt25,2010.12,3015000,21.6
